index,date,orgunit,orgunituid,mech_code,partner,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
1,11/1/2021,AIC Biribiriet Dispensary,gyY8uDEGB4j,160357,USAID AMPATH Uzima,Kenya,Trans-Nzoia County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11/8/2021,AIC Biribiriet Dispensary,gyY8uDEGB4j,160357,USAID AMPATH Uzima,Kenya,Trans-Nzoia County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11/15/2021,AIC Biribiriet Dispensary,gyY8uDEGB4j,160357,USAID AMPATH Uzima,Kenya,Trans-Nzoia County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11/22/2021,AIC Biribiriet Dispensary,gyY8uDEGB4j,160357,USAID AMPATH Uzima,Kenya,Trans-Nzoia County,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11/29/2021,AIC Biribiriet Dispensary,gyY8uDEGB4j,160357,USAID AMPATH Uzima,Kenya,Trans-Nzoia County,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11/1/2021,Ainabkoi (RCEA) Health Centre,puC1BTI46Yu,160357,USAID AMPATH Uzima,Kenya,Uasin Gishu County,1,0,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11/8/2021,Ainabkoi (RCEA) Health Centre,puC1BTI46Yu,160357,USAID AMPATH Uzima,Kenya,Uasin Gishu County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11/15/2021,Ainabkoi (RCEA) Health Centre,puC1BTI46Yu,160357,USAID AMPATH Uzima,Kenya,Uasin Gishu County,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11/22/2021,Ainabkoi (RCEA) Health Centre,puC1BTI46Yu,160357,USAID AMPATH Uzima,Kenya,Uasin Gishu County,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,11/29/2021,Ainabkoi (RCEA) Health Centre,puC1BTI46Yu,160357,USAID AMPATH Uzima,Kenya,Uasin Gishu County,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11/1/2021,Alale (AIC) Health Centre,IWHB63WvHEE,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11/8/2021,Alale (AIC) Health Centre,IWHB63WvHEE,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,11/15/2021,Alale (AIC) Health Centre,IWHB63WvHEE,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,11/22/2021,Alale (AIC) Health Centre,IWHB63WvHEE,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,11/29/2021,Alale (AIC) Health Centre,IWHB63WvHEE,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,11/1/2021,Alale Health Centre,PicT9BT2EVv,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,11/8/2021,Alale Health Centre,PicT9BT2EVv,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,11/15/2021,Alale Health Centre,PicT9BT2EVv,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,11/22/2021,Alale Health Centre,PicT9BT2EVv,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11/29/2021,Alale Health Centre,PicT9BT2EVv,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,13,1,0,4,1,0,0,16,12,0,0,0,0
21,11/1/2021,Amakuriat Dispensary,f6pRoNrH31Q,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11/8/2021,Amakuriat Dispensary,f6pRoNrH31Q,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,11/15/2021,Amakuriat Dispensary,f6pRoNrH31Q,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,11/22/2021,Amakuriat Dispensary,f6pRoNrH31Q,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,11/29/2021,Amakuriat Dispensary,f6pRoNrH31Q,160357,USAID AMPATH Uzima,Kenya,West Pokot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,8,0,2,1,0,0,0,27,8,0,0,0,0
26,11/1/2021,Andersen Medical Centre,TddcNdoxqhp,160357,USAID AMPATH Uzima,Kenya,Trans-Nzoia County,2,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
